ID;Identity;FamilyName;MaidenName;FirstNames;Sex;BirthDate;BirthLocation;DeathDate;DeathLocation;Nationality;Masters;MedallistAt;FirstMedal_Date;FirstMedal_Class;SecondMedal_Date;SecondMedal_Class;ThirdMedal_Date;ThirdMedal_Class;FourthMedal_Date;FourthMedal_Class;FifthMedal_Date;FifthMedal_Class;AcadémieBeauxArts_ElectionDate;LegionHonneur_ChevalierDate;LegionHonneur_OfficierDate;LegionHonneur_CommandeurDate
289;Lapierre, Louis-Émile;Lapierre;;Louis Emile;Man;1817;Paris;1886;Paris;French;Bertin,  Victor;"Salon de 1848; Salon de 1863";1848;2nd class medal;1863;Rappel of 2nd class medal;;;;;;;;1869;;
290;Lapostolet, Charles;Lapostolet;;Charles;Man;1824;Velars sur Ouche;1890;Domène;French;"Cogniet, Léon; Dupré, Jules";Salon de 1870;1870;Unique medal;;;;;;;;;;;;
291;Larcher, Jules;Larcher;;Jules;Man;1849;Choloy;1883;;French;"Bonnat, Léon; Sellier, Charles";Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
292;Laugée, Désiré-François;Laugée;;Désiré-François;Man;1823;Maromme;1896;Paris;French;"Picot, François Edouard; Lemasle, Louis Nicolas";"Salon de 1850-1851; Salon de 1855; Salon de 1859; Salon de 1861; Salon de 1863";1850;3rd class medal;1855;2nd class medal;1859;Rappel of 2nd class medal;1861;1st class medal;1863;Rappel of 1st class medal;;1865;;
294;Laurens, Jean-Paul;Laurens;;Jean-Paul;Man;1838;Forquevaux;1921;Paris;French;"Cogniet, Léon; Villemsens, Jean Blaise; Bida, Alexandre";"Salon de 1869; Salon de 1872; Salon de 1877";1869;Unique medal;1872;1st class medal;1877;Medal of honour;;;;;1891;1874;1878;
293;Laurens, Jules-Joseph-Augustin;Laurens;;Jules-Joseph-Augustin;Man;1825;Carpentras;1901;Saint Didier;French;"Delaroche, Paul; Laurens, Joseph Bonaventure";"Salon de 1857; Salon de 1867";1853;Gravure;1857;3rd class medal;1859;Gravure;1861;Gravure;1867;Unique medal;;1868;;
588;Laurent, Marie Pauline;Laurent;Jullien;Marie Pauline;Woman;1805;Paris;1860;Paris;French;Alaux, Jean Paul;Salon de 1848;1835;3rd class medal;1838;2nd class medal;1848;1st class medal;;;;;;;;
295;Lavieille, Eugène;Lavieille;;Eugène Antoine Samuel;Man;1820;Paris;1889;Paris;French;"Corot, Camille; Lequien, Justin";"Salon de 1849; Salon de 1864; Salon de 1870";1849;3rd class medal;1864;Unique medal;1870;Unique medal;;;;;;1878;;
296;Layraud, Joseph-Fortuné;Layraud;;Joseph Fortuné Séraphin;Man;1833;La Roche sur le Buis;1913;Valenciennes;French;"Robert-Fleury, Joseph Nicolas; Cogniet, Léon; Loubon, Emile";Salon de 1872;1872;2nd class medal;;;;;;;;;;1890;;
297;Lazerges, Hippolyte;Lazerges;;Jean Raymond Hippolyte;Man;1817;Narbonne;1887;Mustapha;French;"David d'Angers, Pierre Jean; Bouchot, François";"Salon de 1848; Salon de 1857";1843;3rd class medal;1848;2nd class medal;1857;Rappel of 2nd class medal;;;;;;1867;;
298;Le Blant, Julien;Le Blant;;Julien;Man;1851;Paris;1936;;French;Girard, Ernest;"Salon de 1878; Salon de 1880";1878;3rd class medal;1880;2nd class medal;;;;;;;;1885;;
299;Le Gentile, Victor;Le Gentile;;Louis Victor;Man;1815;Paris;1889;Paris;French;;Salon de 1853;1853;3rd class medal;;;;;;;;;;;;
300;Lebel, Edmond;Lebel;;Edmond Louis Victor;Man;1834;Amiens;1908;Amiens;French;Cogniet, Léon;Salon de 1872;1872;2nd class medal;;;;;;;;;;;;
301;Lecadre, Alphonse-Eugène-Félix;Lecadre;;Alphonse Eugène Felix;Man;1842;Nantes;1875;Paris;French;Gleyre, Charles;"Salon de 1870; Salon de 1874";1870;Unique medal;1874;2nd class medal;;;;;;;;;;
302;Lechevallier-Chevignard, Edmond;Lechevallier-Chevignard;;Edmond;Man;1825;Lyon;1902;Paris;French;"Delaroche, Paul; Drolling, Martin";"Salon de 1859; Salon de 1863";1859;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;1895;;
303;Leclaire, Victor;Leclaire;;Victor;Man;1830;Paris;1885;Paris;French;Leclaire, Léon Louis;Salon de 1879;1879;3rd class medal;1881;2nd class medal;;;;;;;;;;
304;Lecointe, Charles-Joseph;Lecointe;;Charles Joseph Alfred;Man;1824;Paris;1886;Asnières;French;"Picot, François Edouard; Aligny, Théodore";"Salon de 1855; Salon de 1861";1844;3rd class medal;1855;3rd class medal;1861;Rappel of 3rd class medal;;;;;;;;
306;Lecomte du Nouy, Jean-Antoine;Lecomte du Nouy;;Jules Jean Antoine;Man;1842;Paris;1923;Paris;French;"Gleyre, Charles; Gérôme, Jean Léon; Signol, Emile";"Salon de 1866; Salon de 1869; Salon de 1872";1866;Unique medal;1869;Unique medal;1872;2nd class medal;;;;;;;;
305;Lecomte-Vernet, Émile;Lecomte-Vernet;;Emile Charles Hippolyte;Man;1821;Paris;1900;Paris;French;"Cogniet, Léon; Vernet, Horace";Salon de 1863;1846;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;1864;;
307;Lefebvre, Jules;Lefebvre;;Jules Joseph;Man;1834;Tournan;1911;Paris;French;Cogniet, Léon;"Salon de 1865; Salon de 1868; Salon de 1870";1865;Unique medal;1868;Unique medal;1870;Unique medal;1878;1st class medal;1886;Medal of honour;1891;1870;1878;1898
308;Legras, Auguste;Legras;;Auguste François Jean Baptiste;Man;1817;Perigueux;1887;Paris;French;"Bonnefond, Claude; Scheffer, Ary";Salon de 1857;1857;3rd class medal;;;;;;;;;;;;
309;Legros, Alphonse;Legros;;Alphonse;Man;1837;Dijon;1911;Watford;French;"Lecoq de Boisboudran, Horace; Beuchot, Jean-Baptiste; Cambon, Charles Antoine";"Salon de 1867; Salon de 1868";1867;Unique medal;1868;Unique medal;;;;;;;;;;
590;Lehmann, Henri;Lehmann;;Karl Ernst Rudolf Heinrich;Man;1814;Kiel;1882;Paris;German;"Ingres, Dominique; Lehmann, Leo; Hardorff, Gerdt; Bendixen, Siegfried Detlev";Salon de 1848;1835;2nd class medal;1840;1st class medal;1848;Rappel of 1st class medal;1855;1st class medal;;;1864;1846;1853;
310;Lehoux, Pierre-Adrien-Pascal;Lehoux;;Pierre-Adrien-Pascal;Man;1844;Paris;1896;Paris;French;Cabanel, Alexandre;"Salon de 1873; Salon de 1874";1873;2nd class medal;1874;1st class medal;;;;;;;;;;
311;Leibl, Wilhelm;Leibl;;Wilhelm Maria Hubertus;Man;1844;Cologne;1900;Wurtzbourg;German;"Piloty, Karl von; Becker, Adolf von; Ramberg, Arthur von";Salon de 1870;1870;Unique medal;;;;;;;;;;;;
312;Leighton, Frédéric;Leighton;;Fréderic;Man;1830;Scarborough;1896;Londres;British;"Becker, Adolf von; Steinle, Edward von; Cornelius, Peter";Salon de 1859;1859;2nd class medal;1878;Sculpture;;;;;;;;;;
314;Leleux, Adolphe;Leleux;;Adolphe Pierre;Man;1812;Paris;1891;Paris;French;Sixdeniers, Alexandre Vincent;Salon de 1848;1842;3rd class medal;1843;2nd class medal;1848;Rappel of 2nd class medal;;;;;;1855;;
313;Leleux, Armand;Leleux;;Armand Hubert Simon;Man;1818;Paris;1885;Paris;French;Ingres, Dominique;"Salon de 1848; Salon de 1857; Salon de 1859";1844;3rd class medal;1847;2nd class medal;1848;Rappel of 2nd class medal;1857;Rappel of 2nd class medal;1859;1st class medal;;1860;;
315;Leloir, Louis;Leloir;;Alexandre Louis;Man;1843;Paris;1884;Paris;French;"Colin, Alexandre Marie; Leloir, Auguste; Colin, Héloise";"Salon de 1864; Salon de 1868; Salon de 1870";1864;Unique medal;1868;Unique medal;1870;Unique medal;;;;;;1876;;
316;Leloir, Maurice;Leloir;;Maurice;Man;1853;Paris;1940;Paris;French;"Colin, Alexandre Marie; Leloir, Auguste; Leloir, Alexandre";Salon de 1878;1878;3rd class medal;;;;;;;;;;1894;;
317;Lematte, Fernand;Lematte;;Jacques François Fernand;Man;1850;Saint-Quentin;1921;;French;Cabanel, Alexandre;"Salon de 1873; Salon de 1876";1873;3rd class medal;1876;1st class medal;;;;;;;;;;
318;Lenepveu, Jules-Eugène;Lenepveu;;Jules Eugène;Man;1819;Angers;1898;Paris;French;"Picot, François Edouard; Mercier, Jean Michel";"Salon de 1855; Salon de 1861";1847;3rd class medal;1855;2nd class medal;1861;Rappel of 2nd class medal;;;;;1869;1862;1876;
319;Lepec, Charles;Lepec;;Charles;Man;1830;Paris;1880;;French;"Ingres, Dominique; Flandrin, Hippolyte";Salon de 1864;1864;Unique medal;;;;;;;;;;1867;;
320;Lepic, Ludovic-Napoléon;Lepic;;Ludovic Napoléon (vicomte);Man;1839;Saint Péray;1889;Paris;French;"Cabanel, Alexandre; Wappers, Gustaf; Gleyre, Charles; Verlat, Charles";Salon de 1877;1877;3rd class medal;;;;;;;;;;;;
589;Lepoittevin, Eugène;Lepoittevin;; Edmond Modeste Eugene;Man;1806;Paris;1870;Paris;French;"Hersent, Louis; Leprince, Xavier";Salon de 1848;1831;2nd class medal;1836;1st class medal;1848;Rappel of 2nd class medal;1855;3rd class medal;;;;1843;;
321;Lerolle, Henri;Lerolle;;Henry;Man;1848;Paris;1929;Paris;French;Lamothe, Louis;"Salon de 1879; Salon de 1880";1879;3rd class medal;1880;1st class medal;;;;;;;;1889;;
322;Leroux, Charles;Leroux;;Charles Marie Guillaume;Man;1814;Nantes;1895;Nantes;French;Corot, Camille;"Salon de 1848; Salon de 1859";1843;3rd class medal;1846;2nd class medal;1848;Rappel of 2nd class medal;1859;Rappel of 2nd class medal;;;;1859;1868;
324;Leroux, Eugène;Leroux;;Louis Eugène;Man;1833;Paris;1905;;French;Picot, François Edouard;"Salon de 1864; Salon de 1873; Salon de 1875";1864;Unique medal;1873;3rd class medal;1875;2nd class medal;;;;;;1871;;
323;Leroux, Hector;Leroux;;Hector Louis;Man;1829;Verdun;1900;Angers;French;Picot, François Edouard;"Salon de 1863; Salon de 1864; Salon de 1874";1863;3rd class medal;1864;Unique medal;1874;2nd class medal;;;;;;1877;;
325;Lévy, Émile;Lévy;;Emile;Man;1826;Paris;1890;Paris;French;"Picot, François Edouard; Abel de Pujol, Alexandre";"Salon de 1859; Salon de 1864; Salon de 1866";1859;3rd class medal;1864;Unique medal;1866;Unique medal;;;;;;1867;;
326;Lévy, Henri-Léopold;Lévy;;Henri Leopold;Man;1840;Nancy;1904;Paris;French;"Picot, François Edouard; Cabanel, Alexandre; Fromentin, Eugène";"Salon de 1865; Salon de 1867; Salon de 1869";1865;Unique medal;1867;Unique medal;1869;Unique medal;;;;;;1872;1904;
327;Lhermitte, Léon;Lhermitte;;Léon Augustin;Man;1844;Mont Saint Père;1925;Paris;French;Lecoq de Boisboudran, Horace;"Salon de 1874; Salon de 1880";1874;3rd class medal;1880;2nd class medal;;;;;;;1905;1884;1894;1911
328;Lix, Frédéric-Théodore;Lix;;Frédéric-Théodore;Man;1830;Strasbourg;1897;Paris;French;"Drolling, Martin; Guérin, Gabriel Christophe; Biennourry, Victor";Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
329;Lobin, Julien-Léopold;Lobin;;Julien-Léopold;Man;1814;Loches;1864;Tours;French;"Flandrin, Hippolyte; Steuben, Carl von";Salon de 1863;1846;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;;;
330;Lobrichon, Timoléon;Lobrichon;;Timoléon Marie;Man;1831;Cornod;1914;Paris;French;Picot, François Edouard;Salon de 1868;1868;Unique medal;;;;;;;;;;1882;;
331;Loir, Luigi;Loir;;Alois François Joseph;Man;1845;Göritz;1916;Paris;Austrian;Pastelot, Amédée;Salon de 1879;1879;3rd class medal;1886;2nd class medal;;;;;;;;1898;;
591;Longchamp, Henriette de;Longchamp;Longchamp;Henriette de;Woman;1814;Saint Dizier;1887;Paris;French;;Salon de 1848;1847;3rd class medal;1848;2nd class medal;;;;;;;;;;
332;Lottier, Louis;Lottier;;Louis;Man;1815;La Haye du Puits;1892;Mont Saint Père;French;Gudin, Théodore;Salon de 1852;1852;3rd class medal;;;;;;;;;;;;
333;Luminais, Évariste;Luminais;;Evariste Vital;Man;1821;Nantes;1896;Paris;French;"Cogniet, Léon; Troyon, Constant; Debay, Auguste";"Salon de 1852; Salon de 1855; Salon de 1857; Salon de 1861";1852;3rd class medal;1855;3rd class medal;1857;Rappel of 3rd class medal;1861;Rappel of 3rd class medal;;;;1869;1894;
334;Machard, Jules;Machard;;Jules Louis;Man;1839;Sampans;1900;Bellevue;French;"Baille, Edouard; Signol, Emile; Hébert, Ernest";Salon de 1872;1872;1st class medal;;;;;;;;;;1878;;
335;Madarasz, Viktor von;Madarasz;;Viktor von;Man;1830;Csetnek;1917;Budapest;Hungarian;"Cogniet, Léon; Pósa, Gusztav; Waldmuller, Ferdinand Georg";Salon de 1861;1861;3rd class medal;;;;;;;;;;;;
336;Magaud, Dominique-Antoine;Magaud;;Dominique Antoine Jean Baptiste;Man;1817;Paris;1899;Marseille;French;"Cogniet, Léon; Aubert, Augustin";"Salon de 1861; Salon de 1863";1861;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;1886;;
337;Maignan, Albert;Maignan;;Albert Pierre René;Man;1845;Beaumont sur Sarthe;1908;Saint Prix;French;"Noel, Jules; Luminais, Evariste";"Salon de 1874; Salon de 1876; Salon de 1879";1874;3rd class medal;1876;2nd class medal;1879;1st class medal;1892;Medal of honour;;;;1883;1895;
338;Maillart, Diogène-Ulysse-Napoléon;Maillart;;Diogène Ulysse Napoléon;Man;1840;Lachaussée du Bois de l'Ecu;1926;Paris;French;"Cogniet, Léon; Delacroix, Eugène; Cornu, Sebastien; Laemlein, Alexandre";"Salon de 1870; Salon de 1873";1870;Unique medal;1873;2nd class medal;;;;;;;;1865;;
339;Maillot, Théodore;Maillot;;Théodore Pierre Nicolas;Man;1826;Paris;1888;Passy;French;"Picot, François Edouard; Drolling, Martin";Salon de 1867;1867;Unique medal;;;;;;;;;;1870;;
340;Maisiat, Johanny;Maisiat;;Jean Etienne;Man;1824;Lyon;1910;Arceuil;French;Lehmann, Henri;"Salon de 1864; Salon de 1867; Salon de 1872";1864;Unique medal;1867;Unique medal;1872;2nd class medal;;;;;;;;
341;Maison, Pierre-Eugène;Maison;;Pierre Eugène Jules;Man;1814;Les Riceys;1879;Paris;French;Cogniet, Léon;"Salon de 1849; Salon de 1863";1849;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;;;
628;Malathier, André;Malathier;;;Man;;;0;;French;;Salon de 1848;1848;2nd class medal;;;;;;;;;0;0;0;0
342;Marais, Adolphe;Marais;;Adolphe Charles;Man;1856;Honfleur;1940;Honfleur;French;"Busson, Charles; Berchère, Narcisse; Cock de, César";Salon de 1880;1880;3rd class medal;1883;2nd class medal;;;;;;;;1895;;
343;Marchal, Charles;Marchal;;Charles François;Man;1825;Paris;1877;Paris;French;"Drolling, Martin; Dubois, François";"Salon de 1864; Salon de 1866; Salon de 1873";1864;Unique medal;1866;Unique medal;1873;3rd class medal;;;;;;;;
502;Marcke, Émile van;Marcke;;Emile van;Man;1827;Sèvres;1890;Hyères;French;"Troyon, Constant; Watelet, Louis";"Salon de 1867; Salon de 1869; Salon de 1870";1867;Unique medal;1869;Unique medal;1870;Unique medal;;;;;;1872;;
344;Maréchal, Charles-Raphaël;Maréchal;;Charles-Raphaël;Man;1825;Metz;1888;Paris;French;Maréchal, Charles Laurent;Salon de 1853;1853;2nd class medal;;;;;;;;;;;;
345;Marquis, Pierre-Charles;Marquis;;Pierre-Charles;Man;1798;Tonnerre;1874;Paris;French;Lethière, Guillaume;"Salon de 1859; Salon de 1863";1836;3rd class medal;1859;Rappel of 3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;
346;Marzocchi de Bellucci, Tito;Marzocchi de Bellucci;;Tito;Man;1800;Florence;1871;Paris;Italian;"Scheffer, Ary; Vernet, Horace";Salon de 1863;1839;3rd class medal;1846;2nd class medal;1863;Rappel of 2nd class medal;;;;;;;;
592;Masquelier, Claude-Louis;Masquelier;;Claude-Louis;Man;1781;Paris;1852;;French;"Masquelier, Louis Joseph; Langlois, G.";Salon de 1848;1848;2nd class medal;;;;;;;;;;;;
347;Masuré, Jules;Masuré;;Jules;Man;1819;Braisne;1910;;French;"Corot, Camille; Scheffer, Ary";Salon de 1866;1866;Unique medal;;;;;;;;;;;;
348;Matejko, Jan;Matejko;;Jean Aloys;Man;1838;Cracovie;1893;Cracovie;Polish;"Ruben, Christian; Stattler, Wojciech Korneli; Łuszczkiewicz, Władysław; Anschütz, Hermann";Salon de 1865;1865;Unique medal;;;;;;;;;1873;1870;;
349;Mathey, Paul;Mathey;;Paul;Man;1844;Paris;1929;Paris;French;"Pils, Isidore; Cogniet, Léon; Mazerolle, Joseph; Oury, Léon Louis";Salon de 1876;1876;3rd class medal;;;;;;;;;;1889;;
350;Matout, Louis;Matout;;Louis Nicolas;Man;1811;Renwez;1888;Paris;French;"Lenormand, Louis; Huvé, Jean-Jacques Marie";"Salon de 1853; Salon de 1857";1853;3rd class medal;1857;Rappel of 3rd class medal;;;;;;;;1857;;
351;Mazerolle, Joseph;Mazerolle;;Joseph Alexis;Man;1826;Paris;1889;Paris;French;Gleyre, Charles;"Salon de 1857; Salon de 1859; Salon de 1861";1857;3rd class medal;1859;Rappel of 3rd class medal;1861;Rappel of 3rd class medal;;;;;;1870;1879;
352;Médard, Eugène;Médard;;Eugène;Man;1847;Paris;1887;Paris;French;"Gérôme, Jean Léon; Cogniet, Léon; Cornu, Sebastien";Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
353;Meissonier, Charles;Meissonier;;Jean Charles;Man;1848;Paris;1917;Paris;French;Meissonier, Ernest;Salon de 1866;1866;Unique medal;;;;;;;;;;1889;;
593;Meissonier, Ernest;Meissonier;;Jean Louis Ernest;Man;1815;Lyon;1891;Paris;French;"Cogniet, Léon; Potier, Julien";"Salon de 1848; Salon de 1855";1840;3rd class medal;1841;2nd class medal;1843;1st class medal;1848;Rappel of 1st class medal;1855;Medal of honour;1861;1846;1856;1867
354;Melin, Joseph;Melin;;Joseph Urbain;Man;1814;Paris;1886;Paris;French;"Delaroche, Paul; David d'Angers, Pierre Jean";"Salon de 1855; Salon de 1857";1843;3rd class medal;1845;2nd class medal;1855;3rd class medal;1857;Rappel of 2nd class medal;;;;;;
355;Melingue, Lucien;Melingue;;Lucien Etienne;Man;1841;Batignolles;1889;Aix-les-Bains;French;"Gérôme, Jean Léon; Cogniet, Léon; Giraud, Eugène";Salon de 1877;1877;1st class medal;;;;;;;;;;1880;;
356;Mengin, Auguste-Charles;Mengin;;Auguste-Charles;Man;1853;Paris;1933;;French;Cabanel, Alexandre;Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
357;Mercadé Fàbrega, Benito;Mercadé Fàbrega;;Benito;Man;1821;La Bisbal;1897;Barcelone;Spanish;Ribera y Fieve, Carlos Luis de;Salon de 1866;1866;Unique medal;;;;;;;;;;;;
358;Merino, Ignacio;Merino;;Ignacio Munoz José;Man;1817;San Miguel de Piura (Perou);1876;Paris;French;Monvoisin, Raymond;Salon de 1863;1863;3rd class medal;;;;;;;;;;;;
359;Merle, Hugues;Merle;;Hugues François Hippolyte;Man;1822;La Sône;1881;Paris;French;Cogniet, Léon;"Salon de 1861; Salon de 1863";1861;2nd class medal;1863;Rappel of 2nd class medal;;;;;;;;1866;;
360;Merson, Luc-Olivier;Merson;;Luc Olivier;Man;1846;Paris;1920;Paris;French;"Pils, Isidore; Chassevent, Charles";Salon de 1873;1873;1st class medal;;;;;;;;;1892;1881;1890;1920
361;Méry, Alfred-Émile;Méry;;Alfred Emile;Man;1824;Paris;1896;Paris;French;Beaucé, Adolphe;Salon de 1868;1868;Unique medal;;;;;;;;;;;;
362;Mesdag, Hendrick-Willem;Mesdag;;Hendrik Willem;Man;1831;Groningen;1915;La Haye;Dutch;"Roelofs, Willem; Alma Tadema, Laurens";Salon de 1870;1870;Unique medal;;;;;;;;;;;;
363;Meyer, Alfred;Meyer;;Alfred Bernard;Man;1832;Paris;1904;Paris;French;"Picot, François Edouard; Lévy, Emile";Salon de 1866;1866;Unique medal;;;;;;;;;;;;
364;Meyerheim, Paul;Meyerheim;;Paul Friedrich;Man;1842;Berlin;1915;Berlin;German;Meyerheim, Edouard;Salon de 1866;1866;Unique medal;;;;;;;;;;;;
365;Meynier, Jules-Joseph;Meynier;;Jules Joseph;Man;1826;Paris;1903;;French;"Delaroche, Paul; Gleyre, Charles; Bridoux, Augustin";"Salon de 1867; Salon de 1877";1867;Unique medal;1877;2nd class medal;;;;;;;;;;
366;Michel, Charles-Henri;Michel;;Charles Henri Hilaire;Man;1817;Fins;1905;Paris;French;Dehaussy, Auguste;"Salon de 1861; Salon de 1865; Salon de 1867";1861;3rd class medal;1865;Unique medal;1867;Unique medal;;;;;;;;
367;Michel, Émile;Michel;;François Emile;Man;1818;Metz;1905;Paris;French;"Maréchal, Charles Laurent; Migette, Auguste";Salon de 1868;1868;Unique medal;;;;;;;;;1892;1894;1903;
368;Michel, Ernest;Michel;;Ernest Barthélémy;Man;1833;Montpellier;1902;Montpellier;French;"Picot, François Edouard; Cabanel, Alexandre";Salon de 1870;1870;Unique medal;;;;;;;;;;1880;;
369;Millet, Jean-François;Millet;;Jean-François;Man;1814;Gréville;1875;Barbizon;French;"Delaroche, Paul; Dumoucel, Bon; Langlois de Chevreville, Théophile";"Salon de 1853; Salon de 1864";1853;2nd class medal;1864;Unique medal;;;;;;;;1868;;
625;Mirbel, Lizinska de;Mirbel;Rue;Lizinska Aimée Zoé de;Woman;1796;;0;;French;;Salon de 1848;1822;2nd class medal;1828;1st class medal;1848;1st class medal;;;;;0;0;0;0
503;Moer, Jean-Baptiste van;Moer;;Jean Baptiste van;Man;1819;Bruxelles;1884;Bruxelles;Belgian;"Bonnat, Léon; Bossuet, François";"Salon de 1853; Salon de 1855; Salon de 1861";1853;3rd class medal;1855;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;
370;Mols, Robert;Mols;;Robert Charles Gustave Laurent;Man;1848;Anvers;1903;Anvers;Belgian;"Dupré, Jules; Vollon, Antoine; Millet, Jean-François; Lalanne, Maxile";"Salon de 1874; Salon de 1876";1874;3rd class medal;1876;2nd class medal;;;;;;;;1900;;
371;Monchablon, Alphonse;Monchablon;;Xavier Alphonse;Man;1835;Avillers;1907;Paris;French;"Gleyre, Charles; Cornu, Sebastien";"Salon de 1869; Salon de 1874";1869;Unique medal;1874;2nd class medal;;;;;;;;1897;;
372;Monginot, Charles;Monginot;;Charles;Man;1825;Brienne le Château;1900;Dienville;French;Couture, Thomas;"Salon de 1864; Salon de 1869";1864;Unique medal;1869;Unique medal;;;;;;;;;;
373;Montessuy, François;Montessuy;;Jean François;Man;1803;Lyon;1876;Lyon;French;"Ingres, Dominique; Hersent, Louis";"Salon de 1849; Salon de 1857";1849;2nd class medal;1857;Rappel of 2nd class medal;;;;;;;;;;
374;Montfort, Antoine-Alphonse;Montfort;;Antoine-Alphonse;Man;1802;Paris;1884;Paris;French;"Vernet, Horace; Gros, Antoine Jean";Salon de 1863;1837;3rd class medal;1863;Rappel of 3rd class medal;;;;;;;;;;
375;Monvoisin, Domenica;Monvoisin;Festa;Domenica;Woman;1805;Rome;1881;Paris;French;Festa, Felice;"Salon de 1857; Salon de 1861; Salon de 1863";1841;3rd class medal;1857;Rappel of 3rd class medal;1861;Rappel of 3rd class medal;1863;Rappel of 3rd class medal;;;;;;
378;Moreau de Tours, Georges;Moreau de Tours;;Georges;Man;1848;Ivry sur Seine;1901;Bois le Roi;French;"Cabanel, Alexandre; Marquerie, Gustave";Salon de 1879;1879;2nd class medal;;;;;;;;;;1892;;
377;Moreau, Adrien;Moreau;;Adrien Nicolas;Man;1843;Troyes;1906;Paris;French;Pils, Isidore;Salon de 1876;1876;2nd class medal;;;;;;;;;;1892;;
376;Moreau, Gustave;Moreau;;Gustave;Man;1826;Paris;1898;Paris;French;Picot, François Edouard;"Salon de 1864; Salon de 1865; Salon de 1869";1864;Unique medal;1865;Unique medal;1869;Unique medal;;;;;1888;1875;1883;
594;Morel-Fatio, Léon;Morel-Fatio;;Antoine Léon;Man;1810;Rouen;1871;Paris;French;;Salon de 1848;1837;3rd class medal;1843;2nd class medal;1848;Rappel of 2nd class medal;;;;;0;1846;1866;0
379;Morin, Eugénie;Morin;Morin;Eugénie;Woman;1837;Rouen;1874;Paris;French;"Morin, Gustave; Belloc, Jean Hilaire";Salon de 1864;1864;Unique medal;;;;;;;;;;;;
380;Morot, Aimé;Morot;;Aimé Nicolas;Man;1850;Nancy;1913;Dinard;French;Cabanel, Alexandre;"Salon de 1876; Salon de 1877; Salon de 1879; Salon de 1880";1876;3rd class medal;1877;2nd class medal;1879;1st class medal;1880;Medal of honour;;;1910;1883;1900;1910
381;Mortemart-Boisse, Enguerrand de;Mortemart-Boisse;;Enguerrand de (baron);Man;1817;Paris;1885;;French;Johannot, Tony;Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
382;Motte, Henri-Paul;Motte;;Henri Paul;Man;1846;Paris;1922;Paris;French;Gérôme, Jean Léon;Salon de 1880;1880;3rd class medal;;;;;;;;;;1892;;
383;Mouchot, Louis;Mouchot;;Louis Claude;Man;1830;Paris;1891;Paris;French;"Drolling, Martin; Belloc, Jean Hilaire";"Salon de 1865; Salon de 1867; Salon de 1868";1865;Unique medal;1867;Unique medal;1868;Unique medal;;;;;;1872;;
384;Moullion, Alfred;Moullion;;Alfred;Man;1832;Paris;1886;Paris;French;;Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
595;Müller, Charles Louis;Müller;;Charles Louis Lucien;Man;1815;Paris;1892;Paris;French;"Cogniet, Léon; Gros, Antoine Jean";Salon de 1848;1838;3rd class medal;1846;2nd class medal;1848;1st class medal;1855;1st class medal;;;1864;1849;1859;
385;Munkacsy, Mihaly;Munkacsy;;Mihaly von;Man;1844;Muncaks;1900;Endenich;Hungarian;"Szamossy, Elek; Wagner, Sándor; Knaus, Ludwig; Vautier, Benjamin";"Salon de 1870; Salon de 1874";1870;Unique medal;1874;2nd class medal;;;;;;;;1877;1878;
386;Muraton, Alphonse;Muraton;;Frédéric Alphonse;Man;1824;Tours;1911;La Source Macé les Ménars;French;Drolling, Martin;Salon de 1868;1868;Unique medal;;;;;;;;;;;;
387;Muraton, Euphémie;Muraton;Duhanot;Euphémie Camille;Woman;1836;Beaugency;1900;;French;Muraton, Alphonse;Salon de 1880;1880;3rd class medal;;;;;;;;;;;;
388;Mussini, Luigi;Mussini;;Luigi;Man;1813;Berlin;1888;Siène;Italian;"Mussini, Cesare; Benvenuti, Pietro; Bezzuoli, Giuseppe";Salon de 1849;1849;3rd class medal;;;;;;;;;;1877;;
504;Muyden, Alfred van;Muyden;;Jacques Alfred van;Man;1818;Lausanne;1898;Champel;Swiss;"Gleyre, Charles; Kaulbach, Wilhelm von";"Salon de 1855; Salon de 1861";1855;2nd class medal;1861;Rappel of 2nd class medal;;;;;;;;;;
596;Nanteuil, Célestin;Nanteuil;;Célestin François;Man;1813;Rome;1873;Bourron-Marlotte;French;"Ingres, Dominique; Langlois, Eustache Hyacinthe";"Salon de 1848; Salon de 1861";1837;3rd class medal;1848;2nd class medal;1861;Rappel of 2nd class medal;1867;Gravure;;;;1868;;
389;Navlet, Victor;Navlet;;Victor;Man;1819;Chalons sur Marne;1886;Paris;French;Navlet, Jean Baptiste;Salon de 1867;1867;Unique medal;;;;;;;;;;;;
